Code,Song_Name,Song_Duration_ms,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Audio_mode,Speechiness,Tempo,Audio_valence,Dynamism,Decibel,Loudness,Song_Popularity,Indicator
MI11,If U Seek Amy,216520,0.018816,0.70983,58.7,0,4,110.733529,0,50.85,129.954,0.544,,-7.296,Roar,44.82,88.05
H012,Pure Gold,147187,0.0016072,0.6336,85.7,0.557,4,178.4896,1,399,128.058,0.645,,-8.26,Clang,31.08,128.55
HI9,Lighthouse - Radio Edit,186562,0.020384,0.59796,69.9,0,11,179.8281,1,93.6,128.056,0.367,High,-5.805,Blare,35.58,104.85
HI9,Us,199384,0.058702,0.693,61.1,0,0,157.5025,1,76.65,129.981,0.258,,-5.938,Blare,42.80,91.65
HI8,Déjà vu,200026,0.0056448,0.56529,78,0.000601,7,225.3001,1,69.3,127.931,0.356,,-4.227,Blare,43.49,117
HI9,Skyline,176259,0.23422,0.72567,79.1,0.784,0,160.0225,1,,128.007,0.477,,-5.599,Blare,33.06,118.65
HI14,Black Coffee,112500,0.00029792,0.72864,70.4,0.695,2,269.6164,1,202.5,127.989,0.391,High,-10.026,Rumble,26.53,105.6
HI11,Space Palace,240000,7.47E-05,,66.2,0.204,6,110.166016,1,,128.005,0.888,Hi,-7.497,Roar,39.53,99.3
HI9,Saved,166146,0.0016856,0.49797,70.2,0,3,190.7161,0,62.7,127.989,0.387,High,-5.111,Blare,16.57,105.3
HI7,Bang Bang - 3LAU Remix,186333,0.013426,0.65439,87.4,2.38E-06,7,191.8225,0,70.35,127.968,0.428,High,-3.326,?,27.44,131.1
HI9,Mercury,189624,0.0037142,0.72468,82.8,0.797,6,161.7984,0,80.25,128.003,0.226,,-5.935,Blare,29.60,124.2
HI6,Honors - Radio Mix,215625,0.0035966,,87.1,0.000966,11,161.5441,0,,128.105,0.0826,Hi,-2.696,Boom,46.28,130.65
HI9,Gyal You A Party Animal,214866,0.026656,0.59301,83.8,0,0,176.89,1,149.4,128.854,0.847,High,-5.16,Blare,40.04,125.7
HI8,I Want You - Radio Edit,198867,0.0006909,0.25938,88.1,0.000938,2,297.2176,1,198,127.947,0.468,High,-4.802,Blare,39.80,132.15
HI7,How You Love Me,210468,0.17836,0.50787,80.3,0,1,179.56,1,122.55,127.927,0.292,Hi,-3.635,Boom,48.31,120.45
MI9,This is How We Roll,272160,0.071148,0.70389,53.7,0,11,165.3796,0,,127.924,0.409,Med,-5.806,Blare,40.77,80.55
H08,Super Bass,200013,0.26362,0.7128,86.1,5.11E-06,11,256.3201,1,313.5,126.991,0.669,Hi,-4.339,Blare,57.96,129.15
MI8,Wait (feat. A Boogie Wit da Hoodie),190476,0.058604,0.68211,59.4,0,8,126.5625,1,109.65,126.064,0.418,Medium,-4.648,Blare,33.25,89.1
HI7,Sweet Escape,232532,0.072128,0.56034,85.1,1.07E-06,2,143.5204,1,58.35,126.046,0.511,Hi,-3.799,?,33.68,127.65
HI6,So What,214520,0.0001029,0.52569,86.4,2.05E-06,11,181.1716,1,64.95,126.02,0.401,High,-2.978,Boom,56.32,129.6
EI8,No Money,189126,0.027636,,91.6,0.00762,6,153.76,0,,126.01,0.803,,-4.014,Blare,65.45,137.4
EI6,I Love It (feat. Charli XCX) - Original Version,155337,0.008379,0.70686,90.5,2.55E-05,8,131.3316,1,43.35,125.927,0.838,Extra,-2.663,Boom,69.43,135.75
HI9,Girls Go La (feat. Ale Blake) - Radio,191666,0.01911,0.59301,81.2,0.0362,8,120.912016,0,67.65,125.922,0.323,High,-5.876,Blare,14.17,121.8
HI9,Perfect Illusion,181506,0.0012642,0.60786,85,0,1,184.1449,0,55.35,124.999,0.736,High,-5.498,Blare,22.97,127.5
HI8,Locked Out Of Heaven,233478,0.04802,0.71874,69.8,0,5,171.3481,1,64.65,143.994,0.867,,-4.165,Blare,69.63,104.7
HI7,Where Are Ü Now (with Justin Bieber) - Rustie Remix,238547,0.02352,0.49401,80.6,1.52E-06,8,127.0129,1,108.6,144.887,0.535,High,-3.192,Boom,50.48,120.9
HI10,Unsteady - Justin Caruso Remix,182320,0.024304,,70.1,3.12E-05,11,172.3969,0,85.8,145.069,0.25,High,-6.038,?,39.80,105.15
HI9,Ready - Set - Go,370758,0.007007,,71.6,0.855,0,177.6889,1,62.7,144.985,0.327,High,-5.455,Blare,37.92,107.4
EI9,Tokyo - Vampires & Wolves,225526,0.00089474,0.45243,91.1,0,0,187.69,1,,146.394,0.572,Extra,-5.52,Blare,42.23,136.65
HI7,Killer Whales,222760,0.00029694,0.41184,84.9,4.23E-05,8,140.4225,1,75.45,144.844,0.677,High,-3.833,Boom,53.00,127.35
MI10,Arrows (feat. Dawn Golden),266666,0.0029596,0.60192,54.3,0.00292,1,120.7801,1,46.95,144.053,0.187,Medium,-6.24,?,35.49,81.45
HI10,Make Them Gold,231761,0.01127,0.61083,82.9,0,7,120.055849,0,65.7,145.249,0.486,Hi,-6.565,Roar,26.76,124.35
H08,Pt. 2,130293,0.5194,0.6633,72.5,0,11,316.4841,1,,145.123,0.312,High,-4.185,Blare,19.92,108.75
M09,Alarm,205593,0.079576,0.74844,58.9,0,0,138.2976,1,348,146.928,0.811,,-5.093,Blare,59.37,88.35
HI9,Whatcha Say,221253,0.043512,0.60885,71.1,0,11,131.1025,1,,144.036,0.711,Hi,-5.507,Blare,51.71,106.65
MI10,Be My Baby,217053,0.07203,0.61578,58.6,7.41E-06,3,116.704809,0,,145.08,0.434,,-6.241,?,25.32,87.9
HI6,Here It Goes Again,179813,0.00033516,0.53163,88.2,9.06E-05,0,125.44,1,60.45,145.729,0.81,,-2.306,Boom,69.42,132.3
EI9,Temporary Fix,175013,8.99E-05,0.55044,90.2,0,4,118.548544,1,67.35,145.914,0.96,Extra,-5.143,Blare,60.93,135.3
EI9,Inyathi,331034,0.0029008,0.60489,95.5,0.814,7,235.6225,1,,144.975,0.575,Extra,-5.47,Blare,38.31,143.25
HI7,Kiss N Tell,207653,0.0023128,0.74646,70,6.47E-05,4,147.3796,1,153,144.02,0.96,,-3.815,?,59.89,105
H011,Impossible,158394,0.01078,0.87615,71.9,0.00525,0,108.430569,1,402,145.515,0.85,,-7.002,Roar,21.57,107.85
HI17,Chapter 6 of 7,211862,0.0016562,0.68904,67.3,0.835,0,125.6641,1,,144.99,0.657,Hi,-13.134,Babble,27.02,100.95
HI9,Lips Are Movin,182666,0.049588,0.76725,82.5,1.03E-06,7,123.4321,1,69.6,139.091,0.95,,-5.402,Blare,63.24,123.75
EI8,Carry On,241876,0.0074774,0.50985,91.5,0.619,9,322.2025,0,132.9,145.072,0.364,Extra,-4.355,?,22.97,137.25
HI8,Hiding,232752,0.00033516,0.58509,88.9,3.62E-05,10,124.7689,0,,144.983,0.807,High,-4.818,Blare,52.45,133.35
HI18,Chapter 4 of 7,264853,0.0022834,0.63162,83.9,0.798,0,123.8769,1,56.85,145.002,0.892,High,-14.852,Babble,34.20,125.85
EI10,Chapter 4 of 9,211862,0.0034104,0.37125,96.4,0.914,5,207.6481,0,54.15,144.985,0.246,Extra,-6.276,Roar,31.52,144.6
HI6,Hello Bitches,178177,0.0096334,0.70686,88.4,0,11,207.0721,1,169.5,145.074,0.584,,-2.932,Boom,28.98,132.6
EI6,One Of The Boys,247653,0.0019698,0.55836,91,2.08E-06,5,117.029124,1,,145.953,0.675,Extra,-2.393,Boom,54.23,136.5
HI10,Starry Eyed - Spotify Running Remix,291310,0.18228,0.69003,81.7,0.00364,8,124.7689,1,58.05,144.972,0.56,High,-6.44,Roar,34.64,122.55
HI9,1901,193106,0.055272,,82.5,5.80E-05,0,142.0864,1,64.35,144.085,0.707,Hi,-5.373,Blare,54.20,123.75
M012,Ric Flair Drip (& Metro Boomin),172800,0.14602,0.8712,42.8,5.07E-05,9,124.0996,1,,100.007,0.333,,-8.28,Clang,51.40,64.2
H07,'Till I Collapse,297893,0.074186,0.56628,85.3,0,1,116.596804,1,325.5,171.297,0.102,Hi,-3.203,Boom,66.29,127.95
M08,Clique,293533,0.055566,0.46233,56.4,0,9,142.5636,0,529.5,81.966,0.296,Medium,-4.986,Blare,52.23,84.6
HI8,Numb / Encore,205280,0.058898,0.67815,80.3,0,2,239.0116,1,234,107.005,0.799,Hi,-4.251,Blare,64.53,120.45
H07,No Limit,245386,0.011466,0.82962,77.1,0,1,117.787609,1,366,175.957,0.405,High,-3.791,Boom,62.18,115.65
H012,A Milli,221840,0.051646,0.67221,68.4,0.000895,6,138.5329,1,,151.748,0.755,,-8.559,Clang,53.38,102.6
H09,X Gon' Give It To Ya,219253,0.02891,0.49599,85.1,0,10,116.100625,0,438,95.058,0.627,High,-5.111,Blare,56.48,127.65
HI6,Champions,334253,0.064778,0.68805,77.7,0,6,351.1876,0,122.55,135.01,0.36,Hi,-2.452,Boom,65.53,116.55
HI10,KMT,162637,0.018522,0.86625,60,0.0143,1,128.1424,1,,119.987,0.0906,High,-6.818,Roar,25.38,90
H09,Plain Jane,173600,0.063798,0.78903,84.4,0,11,118.1569,1,412.5,170.142,0.52,,-5.482,Blare,57.43,126.6
EI10,Nice For What,210925,0.091532,0.56133,91.3,0.000124,8,124.0996,1,110.4,93.35,0.792,Extra,-6.471,?,53.90,136.95
M010,DNA.,185946,0.0044492,,52.3,0,1,117.548964,1,,139.913,0.422,m,-6.664,Roar,53.33,78.45
H09,Walk It Talk It,276147,0.070266,0.89991,63.1,0,9,122.7664,1,,145.968,0.394,Hi,-5.447,Blare,38.73,94.65
MI9,London Town,200408,0.0065562,0.88308,48.3,3.37E-05,1,123.8769,1,,106.029,0.281,Med,-5.801,Blare,22.28,72.45
MI8,Collard Greens,299960,0.0245,0.81675,57.5,9.94E-06,11,145.2025,1,,153.954,0.65,Med,-4.87,Blare,59.00,86.25
HI9,Look At Me Now,223933,0.043022,0.75636,69.4,3.67E-06,11,139.24,0,283.5,146.075,0.581,Hi,-5.745,Blare,52.21,104.1
M011,Look Alive (feat. Drake),181263,0.0010192,0.91278,58.1,5.86E-05,10,122.1025,1,405,140.022,0.595,,-7.495,?,56.89,87.15
H07,Ready Set Go (Remix),290986,0.17738,0.6831,63.8,0,1,118.483225,1,526.5,85.196,0.181,,-3.615,Boom,49.82,95.7
H010,Alive (with Offset & 2 Chainz),235897,0.35672,0.80289,73.4,2.26E-06,0,125.6641,0,501,150.06,0.566,High,-6.626,Roar,51.31,110.1
H07,Time Ticking (feat. Bobby Shmurda & Rowdy Rebel),240611,0.11956,0.55737,88.6,1.08E-05,4,207.6481,1,417,88.586,0.365,High,-3.184,Boom,44.72,132.9
H09,"King's Dead (with Kendrick Lamar, Future & James Blake)",229670,0.00085652,0.55737,71.7,0,1,139.9489,1,505.5,82.064,0.427,High,-5.186,Blare,56.91,107.55
H08,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,0.2499,0.49698,78.6,0,9,272.25,0,475.5,169.021,0.739,,-4.378,Blare,65.57,117.9
H07,Supreme,150752,0.25774,0.47916,71.1,0,8,121.8816,1,511.5,102.05,0.515,Hi,-3.848,Boom,51.02,106.65
HI9,Lock Doh,189426,0.1813,0.87318,64,0.000866,6,123.4321,1,111.9,92.505,0.67,High,-5.78,Blare,50.04,96
M011,44 More,188613,0.070266,0.80982,57.2,0,1,121.2201,1,342,139.968,0.236,Medium,-7.085,Roar,23.37,85.8
H010,Underrated,155494,0.17542,0.64647,80.5,0,6,154.7536,0,,86.119,0.82,High,-6.716,Roar,47.07,120.75
H08,Lucky You (feat. Joyner Lucas),244679,0.061446,0.86724,78.6,0,10,127.0129,0,459,153.068,0.575,,-4.884,Blare,67.51,117.9
HI9,All The Stars (with SZA),235540,0.027832,0.693,61.5,0.0133,8,117.570649,1,92.85,96.84,0.449,Hi,-5.387,Blare,52.55,92.25
M011,Do That,170434,0.25774,0.77418,50.8,0.0706,9,133.8649,1,346.5,137.954,0.356,,-7.153,Roar,43.05,76.2
MI10,Vroom,221538,0.038024,0.64647,57.3,0,11,114.211969,0,127.8,141.18,0.348,Medium,-6.744,Roar,46.98,85.95
MI13,Lyca,226285,0.59878,0.71775,48.6,0,3,116.683204,0,,104.831,0.505,Med,-9.558,Clang,29.86,72.9
M013,FEFE (feat. Nicki Minaj & Murda Beatz),179404,0.08624,0.92169,38.7,0,1,129.0496,1,618,125.978,0.376,,-9.127,Clang,55.05,58.05
M011,2 Vaults (feat. Lil Yachty),210000,0.25872,0.91179,58.6,0,8,125.2161,1,,96.042,0.657,Med,-7.77,Roar,48.99,87.9
M010,Nephew (feat. Lil Pump),202962,0.0041356,0.78408,45.4,0,9,165.1225,1,,161.993,0.674,,-6.753,Roar,57.84,68.1
HI7,Knockout,195686,0.12642,0.73359,88.8,2.44E-06,2,173.1856,0,153,145.984,0.809,Hi,-3.107,Boom,38.50,133.2
H09,Chop My Money,213458,0.46158,0.58806,68,0,1,113.081956,0,,105.131,0.818,Hi,-5.228,Blare,59.76,102
M08,Olympian,211280,0.147,0.84447,58.3,2.52E-06,8,118.026496,1,421.5,160.026,0.365,Med,-4.563,?,46.37,87.45
H012,Come Through,265160,0.1764,0.48411,82.9,0,9,236.5444,0,,139.58,0.694,High,-8.069,Clang,43.39,124.35
HV12,Litness,202352,0.010094,0.55242,62.8,0,1,112.529664,1,756,101.778,0.951,Hi,-8.314,Clang,56.00,94.2
HI8,You Can Cry,194533,0.095452,0.48609,61.7,0,4,161.29,0,220.5,126.816,0.17,Hi,-4.545,Blare,52.99,92.55
M010,No Don,232000,0.30968,0.64449,56,0,5,126.5625,0,346.5,106.116,0.578,Medium,-6.525,Roar,47.21,84
M013,Rapper,173000,0.49686,0.62865,54.4,0,1,159.2644,0,622.5,136.431,0.65,Medium,-9.317,Clang,43.57,81.6
M010,Baddest,179360,0.2303,,57.3,0,2,122.1025,0,,129.601,0.43,Med,-6.051,Roar,47.34,85.95
HI10,Light (feat. Lil Yachty),276164,0.018816,0.67914,65.7,0,1,127.4641,1,282,146.066,0.124,,-6.383,Roar,42.64,98.55
HI7,To The Max,205568,0.05586,0.74646,71.4,0.00213,6,111.915241,0,195,192.104,0.788,Hi,-3.724,Boom,57.41,107.1
E07,Magnum Cum Laude,209197,0.35672,,92.2,0,1,193.7664,1,,80.605,0.841,Extra,-3.321,Boom,58.69,138.3
MI7,6:30,213000,0.14602,0.74943,57.9,0,1,111.154849,0,121.35,99.968,0.56,Med,-3.827,Boom,60.09,86.85
H06,Many Men (Wish Death),256226,0.015974,0.68013,83.6,0.00107,6,127.4641,0,528,107.595,0.388,Hi,-2.949,Boom,53.77,125.4
HI10,53 Sundays,222318,0.0044492,0.53064,69.5,0,11,124.5456,0,214.5,153.727,0.245,Hi,-6.196,Roar,40.33,104.25
MI9,4 Days,190480,0.041454,0.83061,57.2,0,10,118.919025,0,,97.991,0.404,Medium,-5.312,?,46.37,85.8
H011,079ME,211852,0.39592,0.62271,60.1,0,10,111.978724,0,463.5,199.921,0.612,High,-7.508,Roar,51.04,90.15
H07,Remind Me,225173,0.13426,0.74646,86.9,0,4,306.9504,1,454.5,93.77,0.784,,-3.843,Boom,63.96,130.35
H09,Sit Back Down (feat. Maleek Berry),187500,0.20972,,61.6,0,9,164.0961,0,339,207.983,0.734,High,-5.99,Blare,52.59,92.4
M011,LAND OF THE FREAKS,221720,0.42336,0.86922,43.7,0.00264,2,126.3376,1,435,130.015,0.193,Med,-7.922,Roar,38.05,65.55
HI7,Habit (feat. 2 Chainz),189560,0.014602,0.83655,72.5,0,1,124.5456,1,156,161.941,0.593,High,-3.487,Boom,25.95,108.75
HI9,Where Have You Gone (Anywhere),158602,0.0054096,0.61182,76.7,0,5,131.5609,1,,124.071,0.239,Hi,-5.024,Blare,49.48,115.05
HI8,Could Be Love,163761,0.029694,0.76725,87.5,0,4,172.1344,1,63,120.989,0.501,High,-4.593,Blare,52.02,131.25
HI9,In My Mind,184560,0.17248,0.68706,77,1.10E-05,6,124.9924,1,,125.905,0.163,High,-5.335,Blare,62.66,115.5
HI9,Starfields,161773,0.1862,,84.5,0.0158,2,144,1,51,119.926,0.337,Hi,-5.766,Blare,44.66,126.75
HI9,Promises (with Sam Smith),213309,0.011662,0.77319,76.8,4.91E-06,11,175.5625,1,,123.07,0.486,High,-5.991,Blare,63.51,115.2
MI10,Let It Be Me (feat. Ava Max),172933,0.12544,0.73557,52.9,0,7,139.4761,0,75.75,102.048,0.438,Med,-6.187,Roar,47.48,79.35
HI10,You Don't Know Me - Radio Edit,211935,0.15974,0.86823,65.8,0,11,120.275089,0,,123.994,0.693,,-6.055,Roar,46.61,98.7
HI8,Be Somebody (feat. Kiiara),198281,0.0054586,0.69102,87.5,1.88E-06,11,112.741924,1,123.6,115.012,0.39,,-4.665,Blare,43.54,131.25
HI10,OK - Ofenbach Remix,184013,0.12642,0.77121,76.3,1.33E-06,7,154.7536,0,,123.012,0.503,High,-6.539,Roar,45.00,114.45
HI8,Never Going Home,218670,0.019894,0.73755,87.9,0,9,176.89,1,65.4,128.082,0.917,High,-4.134,Blare,64.68,131.85
HI7,Somebody,238666,0.091924,0.66825,84.9,0,0,125.6641,1,101.25,100.111,0.681,High,-3.841,Boom,61.72,127.35
HI7,California,169157,0.02107,0.59796,73.2,0,7,196.5604,1,,119.945,0.619,High,-3.966,Boom,37.52,109.8
EI8,Selfish,242009,0.039494,0.63756,93.3,1.40E-06,5,111.028369,0,,125.026,0.701,Extra,-4.473,Blare,51.16,139.95
HI8,Body,163216,0.046648,0.74448,76.4,9.44E-05,1,111.154849,1,,121.958,0.582,High,-4.399,?,45.98,114.6
HI10,True Colors (feat. Maya Avedis),184019,0.078008,0.62964,63,0,0,127.69,1,51.9,104.845,0.454,,-6.396,Roar,48.26,94.5
EI7,Only One - Radio Edit,203906,0.003822,0.61974,93.8,0.000452,7,255.6801,1,141.6,124.932,0.518,Extra,-3.005,Boom,58.85,140.7
E06,Body - Orjan Nilsen Remix,192380,0.016954,0.64746,91.6,0.00834,5,208.5136,0,,126.108,0.408,Extra,-2.195,Boom,50.23,137.4
HI9,Bloom,244726,0.11564,0.65736,84.3,0.846,6,132.7104,0,64.05,121.984,0.278,High,-5.716,Blare,39.97,126.45
HI7,Paradise,215336,0.13622,0.61677,68.1,0,7,119.814916,1,40.2,121.98,0.453,High,-3.49,Boom,56.23,102.15
HI8,Sweet but Psycho,187436,0.067718,0.71181,70.4,0,1,135.9556,1,71.4,133.002,0.628,High,-4.724,?,64.97,105.6
M08,Para que te quedes (feat. J Balvin),178080,0.11956,0.85437,58.4,0,11,114.639849,0,418.5,94,0.698,,-4.785,Blare,54.23,87.6
EI6,Give Me Your Love (feat. John Newman & Nile Rodgers),209014,0.0040278,0.62865,94.5,2.41E-05,2,172.6596,1,54,125.024,0.686,Extra,-2.298,Boom,65.19,141.75
HI6,What About Us - Cash Cash Remix,233902,0.049882,0.58905,79.7,4.92E-06,8,121.8816,1,69.9,122.801,0.221,High,-2.565,Boom,58.91,119.55
HI9,Masterpiece (with Felix Jaehn),180875,0.45178,0.84546,62.3,6.73E-05,2,111.492481,1,99,113.047,0.822,,-5.39,Blare,59.51,93.45
HI8,Secrets,215714,0.74676,0.73557,74.8,6.25E-05,0,119.661721,1,77.85,126.086,0.476,,-4.822,Blare,41.51,112.2
EI6,Your Love,185620,0.097706,0.56529,93.7,0.496,2,126.5625,0,,125.027,0.512,,-2.682,Boom,67.84,140.55
HI9,Show You Love,182720,0.28322,,83.2,0,5,115.541001,0,111.75,123.936,0.657,Hi,-5.149,Blare,52.08,124.8
HI7,One Kiss (with Dua Lipa),214846,0.03626,0.78309,86.2,2.19E-05,9,116.942596,0,165,123.994,0.592,High,-3.24,Boom,72.94,129.3
EI6,Love On Me,205920,0.1029,0.55638,90.6,0,4,131.1025,1,113.7,124.146,0.674,Extra,-2.085,Boom,70.24,135.9
HI10,Fifth Avenue,207678,0.25872,0.61677,78.1,0,7,158.2564,1,153,87.683,0.829,,-6.806,Roar,49.85,117.15
HI8,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,0.023716,0.84546,76.6,0,9,116.488849,0,,118.004,0.784,High,-4.697,Blare,50.04,114.9
HI8,Jealous,206608,0.32046,0.93951,75.5,0.00134,0,121.6609,1,,115.005,0.908,,-4.975,Blare,57.51,113.25
HI8,Carry Me Home (feat. Jake Reese),191250,0.01372,0.65538,88.4,3.70E-05,9,118.1569,0,,128.029,0.484,High,-4.104,?,56.07,132.6
HI8,Next To Me,202169,0.7693,0.59004,75.2,0.000419,11,122.1025,1,105,127.06,0.306,Hi,-4.904,Blare,47.20,112.8
HI8,High on You,218092,0.043512,0.42768,78.3,0.105,7,119.749249,0,76.95,122.007,0.704,High,-4.282,Blare,29.74,117.45
HI11,Be Mine,161322,0.19012,0.77121,66.6,0.000556,5,111.851776,1,,123.024,0.507,Hi,-7.361,Roar,48.48,99.9
HI8,Know You Better (feat. Tessa),228226,0.12348,0.77022,75.6,2.20E-06,1,119.2464,1,,119.948,0.418,Hi,-4.754,Blare,53.28,113.4
HI10,Casual - Felon Remix,212438,0.00044884,0.79596,65.7,0.0119,0,141.3721,1,57.75,123.013,0.36,,-6.021,Roar,37.24,98.55
EI5,Love You More,178524,0.13034,0.67914,95.6,1.05E-06,11,325.8025,0,103.65,122.075,0.822,Extra,-1.499,?,72.88,143.4
HI10,On My Mind - Deepend Remix,189836,0.0040964,0.69399,83.3,0.000133,0,181.1716,0,,122.034,0.206,High,-6.586,Roar,41.91,124.95
HI8,Without You (feat. Sandro Cavazza),181672,0.0017542,0.64548,85.5,0,2,108.243216,1,66.15,134.009,0.279,Hi,-4.832,Blare,41.09,128.25
HI8,Living,197733,0.05929,0.75438,82.1,0.00341,0,130.1881,1,67.95,121.98,0.858,Hi,-4.087,?,63.22,123.15
HI13,Groovin,267152,0.043806,0.83655,74.4,0.343,10,127.69,1,85.05,126,0.694,,-9.539,Clang,39.33,111.6
EI5,All For Love,180484,0.1421,0.68211,90.1,1.03E-05,7,212.8681,1,101.7,125.115,0.651,Extra,-1.431,Blast,76.57,135.15
HI10,Love Myself,218773,0.002548,0.61083,75.9,0,0,201.3561,0,,122.925,0.324,Hi,-6.785,Roar,27.22,113.85
HI6,Let's Go (feat. Ne-Yo),232800,0.0076146,0.7029,88.2,0.00771,4,167.4436,0,89.25,128.016,0.875,High,-2.932,Boom,69.76,132.3
HI10,I Got You - SNBRN Remix,198260,0.245,0.65835,75.6,0.00158,9,125.6641,0,62.25,114.962,0.319,High,-6.563,Roar,37.97,113.4
HI8,Where The Sun Goes (feat. Stevie Wonder),239101,0.22442,0.76329,86.6,0,11,113.678244,0,175.5,119.959,0.822,High,-4.2,Blare,53.87,129.9
HI8,I Love You,191000,0.32928,0.64746,85.9,0,0,119.836809,1,249,114.87,0.704,High,-4.321,?,31.78,128.85
HI9,Breathe,240272,0.0057134,0.51975,77.3,6.04E-06,7,151.0441,0,277.5,119.947,0.381,High,-5.623,Blare,29.78,115.95
MI12,Diving with Whales - Daniel Portman Radio Mix,268292,0.31556,,53.8,0.83,0,124.9924,0,54.9,122.986,0.069,Med,-8.865,Clang,32.91,80.7
HI8,Pretty Girl - Cheat Codes X CADE Remix,193613,0.147,0.69597,86.8,0.132,7,121.8816,0,,121.03,0.733,,-4.661,Blare,61.31,130.2
EI9,One Night - Gerd Janson Remix,395899,0.0053116,0.72072,94.3,0.579,10,172.6596,0,74.55,123.027,0.39,,-5.592,Blare,37.09,141.45
HI8,Your Song,180757,0.15484,0.84645,62.4,0,1,110.523169,1,73.2,117.959,0.962,High,-4.093,Blare,73.98,93.6
HI9,Dancing in the Moonlight,164009,0.2646,0.65241,61.7,0,11,140.8969,0,97.35,119.858,0.187,High,-5.862,Blare,50.88,92.55
HI8,Tired,192111,0.041944,0.6831,87.6,0,2,131.5609,1,88.5,123.994,0.493,High,-4.159,Blare,58.47,131.4
MI14,B The 1 4 U - Remix,261624,0.034692,,59,0.806,10,151.0441,1,54.75,120.006,0.318,Med,-10.947,Rumble,26.61,88.5
HI9,Dreamer,251147,0.026852,0.61875,83.3,0,7,159.7696,0,,126.013,0.581,High,-5.389,Blare,38.53,124.95
HI14,Just Fine!,186465,0.001078,0.7029,87.5,0.358,1,145.2025,0,56.4,116.018,0.357,High,-10.135,Rumble,36.83,131.25
MI12,What Do You Mean?,207546,0.637,0.83259,57.1,0.00033,5,118.701025,0,,125.032,0.772,,-8.066,Clang,23.01,85.65
HI8,Super Bass,200013,0.2842,0.71379,86.7,2.87E-06,11,225.9009,1,,127.033,0.639,Hi,-4.302,Blare,40.94,130.05
HI8,Moments,202346,0.12838,,88,0.00426,0,173.9761,1,,125.994,0.739,,-4.981,Blare,36.95,132
HI10,On My Mind,213445,0.26362,0.68904,69.4,4.36E-06,0,117.983044,1,,154.941,0.736,High,-6.631,Roar,24.34,104.1
HI8,I Really Like You,205066,0.0042826,0.61479,83.1,8.34E-05,5,136.89,1,,122.072,0.589,Hi,-4.676,Blare,24.09,124.65
HI7,Heartbeat Song,198693,0.01176,0.495,79.1,0,6,113.316025,1,,149.093,0.444,Hi,-3.711,Boom,31.92,118.65
HI8,Act My Age,198653,0.0028126,0.49005,88.3,2.26E-05,6,120.516484,1,,135.899,0.642,Hi,-4.722,Blare,51.40,132.45
HI9,Break Your Heart Right Back,253386,0.011074,0.71874,60.5,0,6,113.188321,1,94.2,93.93,0.588,Hi,-5.673,Blare,49.33,90.75
HI9,Sweet Talker,222213,0.5782,0.64251,65.9,0,4,143.2809,0,,144,0.574,Hi,-5.331,Blare,23.81,98.85
HI10,Like I Can,167065,0.34888,,63.1,2.64E-05,7,126.3376,0,59.25,99.94,0.487,High,-6.611,Roar,19.41,94.65
EI8,21,194480,0.057428,0.49599,90,0,11,148.3524,1,64.95,160.096,0.943,Extra,-4.366,Blare,59.15,135
HI9,Nobody Love,202933,0.0063602,0.74547,71.9,0.00115,1,119.836809,0,52.05,99.948,0.579,Hi,-5.125,Blare,21.34,107.85
MI9,Chains,203106,0.013818,0.53559,59.7,0,0,115.627009,0,72.9,151.913,0.123,Medium,-5.876,Blare,15.75,89.55
EI7,Do It,160306,0.17444,0.70092,93.7,0,8,209.6704,0,,93.019,0.811,,-3.218,Boom,38.53,140.55
MI11,My Heart Is Open,237760,0.58506,,31.5,0,1,117.0724,1,,101.962,0.316,Medium,-7.682,Roar,10.55,47.25
HI9,be my forever (feat. ed sheeran),199533,0.53998,0.66033,62.2,0,5,216.9729,1,,76.471,0.611,High,-5.294,Blare,45.35,93.3
HI8,How To Be A Heartbreaker,221493,0.013916,0.6831,89.7,0,11,122.7664,0,75.9,140.05,0.849,Hi,-4.696,Blare,59.77,134.55
HI7,Hot N Cold,220226,7.79E-05,0.69894,84.1,0,7,114.233344,1,62.7,132.032,0.861,High,-3.956,Boom,62.14,126.15
HI9,Feel Right,222546,0.074774,0.85338,78.4,9.99E-05,11,105.575625,0,108.45,110.175,0.862,High,-5.855,Blare,44.10,117.6
HI9,Time of Our Lives,229346,0.08771,0.72171,80.1,0,5,311.8756,0,79.35,123.995,0.764,,-5.698,?,45.74,120.15
EI8,She Looks So Perfect,202496,0.00065464,0.48807,95.6,0,1,200.5056,0,207,160.006,0.47,,-4.221,?,53.56,143.4
HI7,Something Big,161440,0.0076342,0.69201,85.4,0,7,129.5044,0,,112.027,0.747,High,-3.874,Boom,27.43,128.1
HI11,Don't,219840,0.011074,0.79794,60.8,0,1,267.3225,1,98.85,95.049,0.849,Hi,-7.008,Roar,59.28,91.2
EI8,Wild Heart,191870,0.00044198,0.61083,90.6,0,1,114.832656,1,,119.017,0.807,Extra,-4.822,Blare,52.50,135.9
